id,ChatGPT-4o_vs_Claude_Chi,ChatGPT-4o_vs_Claude_Z,ChatGPT-4o_vs_Claude_Fisher,ChatGPT-4o_vs_DeepSeek_Chi,ChatGPT-4o_vs_DeepSeek_Z,ChatGPT-4o_vs_DeepSeek_Fisher,ChatGPT-4o_vs_Gemini_Chi,ChatGPT-4o_vs_Gemini_Z,ChatGPT-4o_vs_Gemini_Fisher,ChatGPT-4o_vs_Grok_Chi,ChatGPT-4o_vs_Grok_Z,ChatGPT-4o_vs_Grok_Fisher,ChatGPT-4o_vs_Llama_Chi,ChatGPT-4o_vs_Llama_Z,ChatGPT-4o_vs_Llama_Fisher,ChatGPT-4o_vs_Qwen_Chi,ChatGPT-4o_vs_Qwen_Z,ChatGPT-4o_vs_Qwen_Fisher,Claude_vs_DeepSeek_Chi,Claude_vs_DeepSeek_Z,Claude_vs_DeepSeek_Fisher,Claude_vs_Gemini_Chi,Claude_vs_Gemini_Z,Claude_vs_Gemini_Fisher,Claude_vs_Grok_Chi,Claude_vs_Grok_Z,Claude_vs_Grok_Fisher,Claude_vs_Llama_Chi,Claude_vs_Llama_Z,Claude_vs_Llama_Fisher,Claude_vs_Qwen_Chi,Claude_vs_Qwen_Z,Claude_vs_Qwen_Fisher,DeepSeek_vs_Gemini_Chi,DeepSeek_vs_Gemini_Z,DeepSeek_vs_Gemini_Fisher,DeepSeek_vs_Grok_Chi,DeepSeek_vs_Grok_Z,DeepSeek_vs_Grok_Fisher,DeepSeek_vs_Llama_Chi,DeepSeek_vs_Llama_Z,DeepSeek_vs_Llama_Fisher,DeepSeek_vs_Qwen_Chi,DeepSeek_vs_Qwen_Z,DeepSeek_vs_Qwen_Fisher,Gemini_vs_Grok_Chi,Gemini_vs_Grok_Z,Gemini_vs_Grok_Fisher,Gemini_vs_Llama_Chi,Gemini_vs_Llama_Z,Gemini_vs_Llama_Fisher,Gemini_vs_Qwen_Chi,Gemini_vs_Qwen_Z,Gemini_vs_Qwen_Fisher,Grok_vs_Llama_Chi,Grok_vs_Llama_Z,Grok_vs_Llama_Fisher,Grok_vs_Qwen_Chi,Grok_vs_Qwen_Z,Grok_vs_Qwen_Fisher,Llama_vs_Qwen_Chi,Llama_vs_Qwen_Z,Llama_vs_Qwen_Fisher
PQ_56_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0956 (*),0.0741 (*),0.0952 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_57_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,0.0018 (***),0.0008 (***),0.0012 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_58_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0388 (**),0.0310 (**),0.0386 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.4786,0.1565,0.4990,0.0674 (*),0.0328 (**),0.0625 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0013 (***),0.0007 (***),0.0011 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_59_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0014 (***),0.0010 (***),0.0014 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.3312,0.2803,0.3313,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_60_Scty,0.0007 (***),0.0003 (***),0.0002 (***),0.0007 (***),0.0003 (***),0.0002 (***),0.0007 (***),0.0003 (***),0.0002 (***),0.2538,0.1709,0.2534,0.0007 (***),0.0003 (***),0.0002 (***),0.0007 (***),0.0003 (***),0.0002 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000
PQ_61_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0673 (*),0.0510 (*),0.0668 (*),0.0400 (**),0.0297 (**),0.0396 (**),0.0085 (***),0.0035 (***),0.0058 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.9103,0.8217,0.9104
PQ_62_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0033 (***),0.0023 (***),0.0032 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0033 (***),0.0023 (***),0.0032 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_63_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2543,0.2099,0.2542,0.0000 (***),0.0000 (***),0.0000 (***),0.0357 (**),0.0256 (**),0.0351 (**),0.0357 (**),0.0256 (**),0.0351 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0009 (***),0.0006 (***),0.0008 (***),0.0009 (***),0.0006 (***),0.0008 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_64_Scty,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.7835,0.7141,0.7835,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_65_Scty,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3168,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,0.3168,1.0000,1.0000,0.3168,1.0000
PQ_66_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6400,0.5588,0.6402,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_67_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6934,0.6222,0.6935,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***)
PQ_68_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.9106,1.0000,0.0521 (*),0.0391 (**),0.0517 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.8237,0.7383,0.8238,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0400 (**),0.0297 (**),0.0396 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.9116,0.8243,0.9117,0.0000 (***),0.0000 (***),0.0000 (***),0.0230 (**),0.0167 (**),0.0226 (**),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_69_Scty,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000
PQ_70_Scty,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1904,0.1607,0.1904,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0023 (***),0.0016 (***),0.0022 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***)
R_01,0.0000 (***),0.0000 (***),0.0000 (***),0.5906,0.5303,0.5907,0.0000 (***),0.0000 (***),0.0000 (***),0.7884,0.7204,0.7884,0.0714 (*),0.0584 (*),0.0713 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.3704,0.3245,0.3705,0.2394,0.2052,0.2394,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.0308 (**),0.0245 (**),0.0307 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_02,0.0000 (***),0.0000 (***),0.0000 (***),0.4676,0.4138,0.4677,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0011 (***),0.0008 (***),0.0011 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0142 (**),0.0109 (**),0.0141 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0224 (**),0.0077 (***),0.0150 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_03,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,0.0040 (***),0.0014 (***),0.0018 (***),0.0013 (***),0.0005 (***),0.0004 (***),1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,0.0040 (***),0.0014 (***),0.0018 (***),0.0013 (***),0.0005 (***),0.0004 (***),1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),0.6216,0.4591,0.6230,0.3495,0.2422,0.3499,0.0224 (**),0.0077 (***),0.0150 (**),0.0040 (***),0.0014 (***),0.0018 (***),0.0013 (***),0.0005 (***),0.0004 (***),1.0000,1.0000,1.0000,0.8274,0.6628,0.8280,0.0040 (***),0.0014 (***),0.0018 (***),0.0013 (***),0.0005 (***),0.0004 (***)
R_04,0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.4459,0.3094,0.4470,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8545,0.7833,0.8545,0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_05,0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.2468,0.0823 (*),0.2485,0.0006 (***),0.0003 (***),0.0004 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0006 (***),0.0003 (***),0.0004 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,0.2468,0.0823 (*),0.2485,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.2468,0.0823 (*),0.2485,0.2468,0.0823 (*),0.2485
R_06,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0859 (*),0.0644 (*),0.0853 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0034 (***),0.0024 (***),0.0033 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_07,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0399 (**),0.0310 (**),0.0397 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_08,0.0000 (***),0.0000 (***),0.0000 (***),0.0095 (***),0.0067 (***),0.0092 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1947,0.1496,0.1943,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0202 (**),0.0154 (**),0.0200 (**),0.0001 (***),0.0000 (***),0.0001 (***),0.0419 (**),0.0327 (**),0.0417 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8467,0.7717,0.8467,0.0000 (***),0.0000 (***),0.0000 (***)
R_09,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0017 (***),0.0013 (***),0.0017 (***),0.0001 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_10,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0013 (***),0.0009 (***),0.0012 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_11,0.0000 (***),0.0000 (***),0.0000 (***),0.5153,0.4571,0.5153,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0729 (*),0.0590 (*),0.0727 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2932,0.2515,0.2932,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
R_12,0.4437,0.3814,0.4438,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0108 (**),0.0077 (***),0.0105 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0924 (*),0.0714 (*),0.0920 (*),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0126 (**),0.0044 (***),0.0074 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0126 (**),0.0044 (***),0.0074 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***)
